,Unnamed: 0,barrio,geonames_id,latitud,longitud,precio_usd,superficie_m2,superficie_cubierta,precio_usd_m2,piso,habitaciones,expensas,properati_url,descripcion,titulo,imagen,frente,luminoso,geom_x,estacion_mas_cercanan_x,dist_estacion_mas_cercana_x,estacion_mas_cercanap_x,distiso500_100,distiso1000_100,isopuntosimp2000_200,punto_mas_cercanan,dist_punto_mas_cercana,punto_mas_cercanap,subtegoo_x,subtegoo_y,puntosgoo
0,200,Recoleta,3429595.0,-34.599427399999996,-58.401585600000004,380000.0,196.0,196.0,1938.7755102040808,,7.0,,http://www.properati.com.ar/15dhm_venta_departamento_recoleta_suite_toilette_luminoso_aire-acondicionado_subte-linea-d_subte-linea-b_subte-linea-h_toribio-achaval_e6q,Los equipos de aire acondicionado no estan incluidos en el precio de venta.Semipiso. Living. Comedor. 4 dormitorio(s) 1 en suite. 2 baño(s) 1 toilette(s). Entre medianeras. Al frente. S/av. principal.  Antiguo.  Luminoso.  En muy buen estado. Orientación Suroeste. Antigüedad 80 años. ,Semipiso. Living. Comedor. 4 dormitorio(s) 1 en suite. 2 baño(s) 1 toilette(s). Entre medianeras. Al frente. S/av. principal.  Antiguo.  Luminoso.  En muy buen estado. Orientación Suroeste. Antigüedad 80 años. ,https://thumbs4.properati.com/3/Iokg3DyiJu3v_eoXEm_QAo6ypO8=/trim/198x0/smart/filters:strip_icc()/static.sumaprop.com/2047/172050/files/5755616.jpg,1,1,POINT (-58.4015856 -34.5994274),CÓRDOBA,152.68247089355066,POINT (-58.40312406017082 -34.59890209976835),1,1,8,Plaza V. López y Planes,1282.25835263662,POINT (-58.389425 -34.5937279),167.0,167.0,
1,227,Recoleta,3429595.0,-34.588348789899996,-58.3900529339,620000.0,191.0,181.0,3246.0732984293195,,5.0,,http://www.properati.com.ar/15djy_venta_departamento_recoleta_balcon_luminoso_lujoso_subte-linea-h_arquicasa-propiedades,"Espectacular ubicación, al frente orientación Este.En la mejor cuadra y de mayor categoría de la ciudad de Buenos Aires.Tiene muy buena luz porque la altura de la unidad supera los edificios linderos.Living en ""L""Balcon corrido al frenteDormitorio principal al frenteCocina Comedor diarioLavadero independienteDependencia de servicioPalier privadoPlacard de recepciónPlacares de soporte2 baños completosToilette4 domitoriosDoble circulaciónCOCHERA DOBLEBauleraSeguridad 24hsReferencias de la zona:Palacio DuhauAlvear PalacePlaza Intendente Torcuato de AlvearCentro Cultural RecoletaCementerio de RecoletaRecoleta MallColectivos: 10, 17, 37, 59, 60, 61, 62, 67, 75, 92, 93, 101, 102, 108, 110, 124, 130Las medidas son Aproximadas y al solo efecto orientativo, las medidas reales surgirán del Título de Propiedad respectivo.- Importante: La venta del Inmueble referido se encuentra sujeta a la tramitación del Código de Oferta de Transferencia de Inmuebles (C.O.T.I.) por parte del propietario. ",Recoleta Quintana Ancha 5 Amb,https://thumbs4.properati.com/2/AZGb5-RYl59wVSF0ztyivUK8tyw=/trim/198x0/smart/filters:strip_icc()/static.sumaprop.com/7154/519475/files/4983294.jpg,1,0,POINT (-58.3900529339 -34.5883487899),LAS HERAS,604.3170259886266,POINT (-58.39661845686523 -34.58790875401352),6,7,1,av. Callao y Av. Alvear,139.58382606762717,POINT (-58.388699 -34.5877748),866.0,866.0,
2,255,Recoleta,3429595.0,-34.5955984,-58.412712899999995,120000.0,33.0,33.0,3636.363636363637,,1.0,,http://www.properati.com.ar/15dpd_venta_departamento_recoleta_lavadero_piscina_sum_garage_estrenar_losa-radiante_subte-linea-d_gimenez-inmuebles_drd,"Excelente departamento a estrenar en recoleta , frente al hospital de niños Dr Ricardo Gutierrez , a metros de la Universidad de Palermo, a pocas cuadras de la estación Bulnes de la linea D , e innumerables lineas de colectivos q nos comunican a todas las partes d capital federal .El edificio cuenta con pileta , sum, laundry, losa radiante , agua caliente central , superficie de la propiedad 36.09m2 superficie cubierta 33m2, las unidades tienen la opcion de cochera por dolares U$S 36.000 ",Sanchez de Bustamante 1300-Recoleta ,https://thumbs4.properati.com/0/FkdP8ymn9D3IuB58MdqKL-yDynw=/trim/198x0/smart/filters:strip_icc()/static.sumaprop.com/2432/558894/files/5498637.jpg,0,0,POINT (-58.4127129 -34.5955984),AGÜERO,686.28014203168,POINT (-58.40656380624967 -34.5920750047101),6,8,10,Plaza Gelly y Obes,1825.4387792424834,POINT (-58.396749 -34.5857757),909.0,909.0,2147.0
3,262,Barrio Norte,3436109.0,-34.5837821,-58.40422750000001,98000.0,37.0,37.0,2648.648648648649,,3.0,,http://www.properati.com.ar/15dqa_venta_departamento_barrio-norte_subte-linea-h_toribio-achaval_e6y,Departamento. Living/Comedor. 2 dormitorio(s). 1 baño(s). Interno.Orientación Norte. Antigüedad 40 años. ,Departamento. Living/Comedor. 2 dormitorio(s). 1 baño(s). Interno.Orientación Norte. Antigüedad 40 años. ,https://thumbs4.properati.com/3/uPErfXjjHg3fyNcwP1fkecuuHb4=/trim/198x0/smart/filters:strip_icc()/static.sumaprop.com/2047/558955/files/5776560.jpg,0,0,POINT (-58.40422750000001 -34.5837821),BULNES,804.9598472667752,POINT (-58.41069625970212 -34.5886843671808),6,9,4,Plaza Gelly y Obes,720.8906632091806,POINT (-58.396749 -34.5857757),947.0,947.0,923.0
4,412,Recoleta,3429595.0,-34.590333,-58.38647710000001,690000.0,235.0,235.0,2936.170212765957,,5.0,,http://www.properati.com.ar/15ehd_venta_departamento_recoleta_balcon_suite_lavadero_toilette_dependencias_garage_subte-linea-h_martin-lotti-brokers-inmobiliarios_ecp,"2º piso al frente con balcón y grandes ventanales. Gran recepción. Living y comedor. Lugar de estar. 4 dormitorios, dos de ellos, uno en suite, dan a un lindo pulmón de manzana con mucho verde. Otro baño completo y toilette de recepción. Cocina y comedor diario. Lavadero independiente. Dependencia y baño de servicio. Servicios centrales. Expensas $4800. Opción cochera en alquiler.La presente oferta de venta está condicionada a la obtención del COTI por parte del propietario. Las medidas informadas son aproximadas y orientativas. Las medidas exactas surgirán del título de propiedad.Matriculado:Martín LottiCPI 2989",Montevideo 1700 entre Alvear y Quintana,https://thumbs4.properati.com/7/mzfxgkFbcL6syglNhrJcTn45oI0=/trim/198x0/smart/filters:strip_icc()/static.sumaprop.com/11827/559261/files/5503609.jpg,1,0,POINT (-58.38647710000001 -34.590333),LAS HERAS,968.4771203274272,POINT (-58.39661845686523 -34.58790875401352),6,11,2,av. Callao y Av. Alvear,349.4105802874295,POINT (-58.388699 -34.5877748),1304.0,1304.0,
5,422,Recoleta,3429595.0,-34.5910354,-58.40062320000001,378000.0,140.0,136.0,2700.0,,4.0,,http://www.properati.com.ar/15eig_venta_departamento_recoleta_avenida-pueyrredon_1751_baulera_lavadero_toilette_lujoso_dependencias_garage_impecable_placard_doble-circulacion_subte-linea-d_subte-linea-h_dueno-directo_ekj,"Edificio de categoria en excelentes condiciones. Semipiso de 4 ambientes con dependencia de servicio, hall de recepcion con amplio placard, living y comedor separados uno del otro por una puerta de roble de dos hojas, hall de distribucion, 3 dormitorios de generosas dimensiones con amplios placares, un baño completo, toilette con bidet, ambos baños recien pintados, cocina con comedor diario, lavadero con tender aereo, habitacion de servicio con profusion de placares y baño de servicio. Pisos de roble en impecable estado en todo el departamento, doble circulacion, puerta principal y de servicio blindadas, amplia baulera individual y cochera fija incluida. ",Departamento venta,https://thumbs4.properati.com/2/-FUozvmum1Wy4n00DqkP-f3OBAg=/trim/198x0/smart/filters:strip_icc()/properati-us-ar.s3-us-west-2.amazonaws.com/properties/c0022377-1998-435e-893b-5419b2f9e6e4/D14.jpg,0,0,POINT (-58.40062320000001 -34.5910354),PUEYRREDON,439.1243791585614,POINT (-58.40179798390445 -34.59487279229789),3,3,4,Plaza Gelly y Obes,683.2081746932149,POINT (-58.396749 -34.5857757),473.0,473.0,748.0
6,636,Recoleta,3429595.0,-34.5955984,-58.412712899999995,167000.0,43.0,43.0,3883.720930232558,,2.0,,http://www.properati.com.ar/15ffy_venta_departamento_recoleta_suite_lavadero_piscina_sum_toilette_garage_estrenar_losa-radiante_subte-linea-d_gimenez-inmuebles_drd,"Excelente departament 2 amb a estrenar en recoleta , frente al hospital de niños Dr Ricardo Gutierrez , a metros de la Universidad de Palermo, a pocas cuadras de la estación Bulnes de la linea D , e innumerables lineas de colectivos q nos comunican a todas las partes d capital federal .El edificio cuenta con pileta , sum, laundry, losa radiante , agua caliente central , superficie de la propiedad 50 m2 superficie cubierta 43m2, toilette de recepcion 1 dormitorio en suite hay opción de cochera , no dude en consulta Aviso publicado por Sumaprop | Gestión Inmobiliaria Simple.",sanchez de bustamante 1300-Recoleta,https://thumbs4.properati.com/3/f4i4a01xidFYXT_g8f3Ubn1YLuI=/trim/198x0/smart/filters:strip_icc()/static.sumaprop.com/2432/559652/files/5508163.jpg,0,0,POINT (-58.4127129 -34.5955984),AGÜERO,686.28014203168,POINT (-58.40656380624967 -34.5920750047101),6,8,10,Plaza Gelly y Obes,1825.4387792424834,POINT (-58.396749 -34.5857757),909.0,909.0,2147.0
7,641,Recoleta,3429595.0,-34.5895459,-58.39736360000001,105000.0,28.0,28.0,3750.0,,1.0,,http://www.properati.com.ar/15fgf_venta_departamento_recoleta_lavadero_piscina_sum_garage_estrenar_losa-radiante_subte-linea-d_subte-linea-h_gimenez-inmuebles_drd,"Excelente departamento a estrenar en recoleta , frente al hospital de niños Dr Ricardo Gutierrez , a metros de la Universidad de Palermo, a pocas cuadras de la estación Bulnes de la linea D , e innumerables lineas de colectivos q nos comunican a todas las partes d capital federal .El edificio cuenta con pileta , sum, laundry, losa radiante , agua caliente central , superficie de la propiedad 28 m2 superficie cubierta 29 m2, hay opcion de cocheras a un valor d U$S 105.000 , no dude en consulta Aviso publicado por Sumaprop | Gestión Inmobiliaria Simple.",Sanchez de Bustamante 1300-Recoleta,https://thumbs4.properati.com/5/VKvguEDGILMpi7j9ZQ6Ubtp_26c=/trim/198x0/smart/filters:strip_icc()/static.sumaprop.com/2432/559711/files/5508889.jpg,0,0,POINT (-58.39736360000001 -34.5895459),LAS HERAS,194.05355145568723,POINT (-58.39661845686523 -34.58790875401352),1,1,2,Plaza Gelly y Obes,422.02351649768843,POINT (-58.396749 -34.5857757),193.0,193.0,474.0
8,643,Recoleta,3429595.0,-34.5955984,-58.412712899999995,130000.0,37.0,37.0,3513.5135135135133,,1.0,,http://www.properati.com.ar/15fh3_venta_departamento_recoleta_lavadero_piscina_sum_garage_estrenar_losa-radiante_subte-linea-d_gimenez-inmuebles_drd,"Excelente departamento Monoambiente a estrenar en recoleta , frente al hospital de niños Dr Ricardo Gutierrez , a metros de la Universidad de Palermo, a pocas cuadras de la estación Bulnes de la linea D , e innumerables lineas de colectivos q nos comunican a todas las partes d capital federal .El edificio cuenta con pileta , sum, laundry, losa radiante , agua caliente central , superficie de la propiedad 36m2 superficie cubierta 37m2, posibilidad de comprar cochera , no dude en consultar Aviso publicado por Sumaprop | Gestión Inmobiliaria Simple.",Sanchez de bustamante 1300-Recoleta ,https://thumbs4.properati.com/1/oscB3IFHII4CeVgEVZ1_ZnfOVrg=/trim/198x0/smart/filters:strip_icc()/static.sumaprop.com/2432/559781/files/5509987.jpg,0,0,POINT (-58.4127129 -34.5955984),AGÜERO,686.28014203168,POINT (-58.40656380624967 -34.5920750047101),6,8,10,Plaza Gelly y Obes,1825.4387792424834,POINT (-58.396749 -34.5857757),909.0,909.0,2147.0
9,645,Recoleta,3429595.0,-34.5955984,-58.412712899999995,235000.0,61.0,61.0,3852.4590163934417,,2.0,,http://www.properati.com.ar/15fh9_venta_departamento_recoleta_lavadero_piscina_sum_garage_estrenar_losa-radiante_subte-linea-d_gimenez-inmuebles_drd,"Excelente departamento de 2 amb con posibilidad a 3 amb a estrenar en recoleta , frente al hospital de niños Dr Ricardo Gutierrez , a metros de la Universidad de Palermo, a pocas cuadras de la estación Bulnes de la linea D , e innumerables lineas de colectivos q nos comunican a todas las partes d capital federal .El edificio cuenta con pileta , sum, laundry, losa radiante , agua caliente central , superficie de la propiedad 61 m2 superficie cubierta 71 m2, hay posibilidad de adquirir cocheras cochera incluida , no dude en consultarAviso publicado por Sumaprop | Gestión Inmobiliaria Simple.",Sanchez de Bustamante -Recoleta ,https://thumbs4.properati.com/9/gcLXgXwLWnrN3y9FUYgS7xoHEdk=/trim/198x0/smart/filters:strip_icc()/static.sumaprop.com/2432/559792/files/5510094.jpg,0,0,POINT (-58.4127129 -34.5955984),AGÜERO,686.28014203168,POINT (-58.40656380624967 -34.5920750047101),6,8,10,Plaza Gelly y Obes,1825.4387792424834,POINT (-58.396749 -34.5857757),909.0,909.0,2147.0
10,697,Barrio Norte,3436109.0,-34.5993216,-58.3944644,100000.0,29.0,29.0,3448.2758620689656,7.0,,1600.0,http://www.properati.com.ar/15fqv_venta_departamento_barrio-norte_riobamba_821_luminoso_placard_subte-linea-d_subte-linea-b_lepore-propiedades-palermo,"VENTA DEPARTAMENTO 2 AMBIENTES BARRIO NORTEImpecable unidad al frente con vista abierta, en excelente ubicación a metros de Av. Cordoba, Plaza Houssay y facultades.  Consta de living-comedor, dormitorio con placard, cocina independiente equipada con muebles bajo y sobre mesada y baño completo. Los ambientes son muy luminosos.LEPORE PROPIEDADES  LEPORE Propiedades S.A.CUIT : 33-60234274-9C.U.C.I.C.B.A. Matrícula Nº 931 (Sucursales Caballito - Palermo - Centro)AVISO LEGAL: Las descripciones arquitectónicas y funcionales, valores de expensas, impuestos y servicios, fotos y medidas de este inmueble son aproximados. Los datos fueron proporcionados por el propietario y pueden no estar actualizados a la hora de la visualización de este aviso por lo cual pueden arrojar inexactitudes y discordancias con las que surgen de los las facturas, títulos y planos legales del inmueble. El interesado deberá realizar las verificaciones respectivas previamente a la realización de cualquier operación, requiriendo por sí o sus profesionales las copias necesarias de la documentación que corresponda.Venta supeditada al cumplimiento por parte del propietario de los requisitos de la resolución general Nº 2371 de la AFIP (pedido de COTI) -  - LEPORE PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/4/MzoVAdrmFTtK3fbrz5KQrU2J9QI=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/LE111279_2.jpg%3F1501533545,1,1,POINT (-58.3944644 -34.5993216),CALLAO,196.84131783890098,POINT (-58.39252812610086 -34.60008646145635),1,1,5,Plaza V. López y Planes,773.7962504498897,POINT (-58.389425 -34.5937279),228.0,228.0,
12,840,Recoleta,3429595.0,-34.586109,-58.3875047,179500.0,40.0,4.0,4487.5,,2.0,2000.0,http://www.properati.com.ar/15g70_venta_departamento_recoleta_del-libertador-av-_1100_balcon_lavadero_luminoso_amoblado_aire-acondicionado_subte-linea-h_macord-propiedades,"Venta de Departamento 2 AMBIENTES en Recoleta, Capital FederalA unas cuadras de Buenos Aires Design, Plaza Francia, Cementerio de Recoleta. Importante zona gastronomica y de bares modernos. Facultad de derecho. Retiro. Sheraton. 5 minutos de microcentro. lineas de trenes y lineas de subterraneos, numerosas lineas de bus. y metrobus.. Se encuentra todo en perfectas condiciones, super Luminoso, muy ventilado. Aire acondicionado en cada ambiente Pisos nuevos. Baño y cocina amoblada. lavadero y living con balcon. Apto profesional Edificio con seguridad.El departamento esta todo nuevo .Ideal inversionista.El departamentos se encuentra alquilado desde marzo 2017 hasta marzo 2019 con una muy buena renta e inquilino de primera linea. Contrato altamente controlado y chequeado. -  - MACORD PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/1/kvlSzBUJyBGkYth5VzEi6K4yG_o=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/mcr12_2.jpg%3F1501539460,0,1,POINT (-58.3875047 -34.586109),LAS HERAS,859.6426904722039,POINT (-58.39661845686523 -34.58790875401352),6,10,1,av. Callao y Av. Alvear,214.83451025514412,POINT (-58.388699 -34.5877748),1144.0,1144.0,
13,1093,Recoleta,3429595.0,-34.5854359704,-58.390531539899996,450000.0,160.0,140.0,2812.5,,5.0,,http://www.properati.com.ar/15h9v_venta_departamento_recoleta_balcon_suite_lavadero_parrilla_patio_terraza_toilette_luminoso_dependencias_garage_impecable_subte-linea-h_achaval-cornejo_edw,"Excelente triplex en la cuadra del Patio Bulrrich, impecable. Lleno de luz y sol, totalmente reciclado. En un decimo piso, gran recepcion, toilette, cocina ,lavadero y dependencias. En el piso 11, tres dormitorios, uno en suite, y dos en semisuite con balcon. En el piso 12,comoda terraza con parrilla.Cochera y Vigilancia 24",Posadas 1200 10°,https://thumbs4.properati.com/9/EDsELioloHEY8J0OFeNuuwVAc_4=/trim/198x0/smart/filters:strip_icc()/static.sumaprop.com/3947/324548/files/7332238.jpg,0,0,POINT (-58.3905315399 -34.5854359704),LAS HERAS,622.1788981158526,POINT (-58.39661845686523 -34.58790875401352),6,7,1,av. Callao y Av. Alvear,309.1642062173795,POINT (-58.388699 -34.5877748),797.0,797.0,
14,1134,Barrio Norte,3436109.0,-34.5898884,-58.385727,1250000.0,251.0,238.0,4980.0796812748995,,7.0,,http://www.properati.com.ar/15hdh_venta_departamento_barrio-norte_balcon_suite_lavadero_toilette_lujoso_dependencias_garage_doble-circulacion_subte-linea-h_achaval-cornejo_edw,"Excelente piso de categoría al frente, con  detalles de construcción, altura de techos, molduras y  excelente parquet de roble. Imponente recepción de amplio  hall de entrada, Living a balcón corrido, comedor separado por puertas corredizas. Toilette .Cuatro dormitorios, uno en suite, dos baños completos. Doble circulación. Gran sector de servicio compuesto por cocina, comedor diario, lavadero y tres dependencias .Dos cocheras fijas. Posee vigilancia las 24 hs.",Av. Alvear 1500 6° A,https://thumbs4.properati.com/6/A_Zfm2_JjGn7G5A1TVQwP-t3R9w=/trim/198x0/smart/filters:strip_icc()/static.sumaprop.com/3947/373099/files/7257399.jpg,1,0,POINT (-58.385727 -34.5898884),SAN MARTIN,998.3993849394486,POINT (-58.37722259207284 -34.59550434378944),6,11,3,av. Callao y Av. Alvear,359.60812429873454,POINT (-58.388699 -34.5877748),1191.0,1191.0,
15,1139,Barrio Norte,3436109.0,-34.58699620000001,-58.4078855,698000.0,281.0,241.0,2483.985765124555,,5.0,,http://www.properati.com.ar/15hdt_venta_departamento_barrio-norte_balcon_suite_lavadero_terraza_toilette_luminoso_dependencias_garage_subte-linea-d_achaval-cornejo_edw,"Excelente piso alto con balcon terraza, lleno de sol. Muy buenos pisos parquet de Roble en todo el departamento.PP,  Hall, Living, comedor al balcon terraza y escritorio o liv intimo, toilette. Estar intimo.Cuatro dormitorios, tres a balcon corrido al contrafrente a pulmon de manzana y uno en suite. Cocina, lavadero y dependencias. Cochera fija. ",Juncal 3000 8°,https://thumbs4.properati.com/7/NmCLG4ryG9UbjCOwP9FV6IWKna8=/trim/198x0/smart/filters:strip_icc()/static.sumaprop.com/3947/381202/files/7332581.jpg,0,0,POINT (-58.4078855 -34.58699620000001),BULNES,318.6970772134816,POINT (-58.41069625970212 -34.5886843671808),4,4,6,Plaza Gelly y Obes,1030.6516366992396,POINT (-58.396749 -34.5857757),456.0,456.0,1393.0
16,1141,Barrio Norte,3436109.0,-34.5822561,-58.4029623,430000.0,149.0,139.0,2885.9060402684563,,4.0,,http://www.properati.com.ar/15he2_venta_departamento_barrio-norte_balcon_lavadero_toilette_lujoso_dependencias_garage_doble-circulacion_subte-linea-h_achaval-cornejo_edw,"Edificio Antiguo de Categoria, PP. Living y comedor  a balcon corrido. Toilette. Tres dormitorios Doble circulacion. Cocina, Lavadero y dependencia. Posibilidad de alquilar cochera en edificio.",Billinghurst 2500 2° B,https://thumbs4.properati.com/0/w1RbG-x950_1g5dyYpfxfdw8Pvs=/trim/198x0/smart/filters:strip_icc()/static.sumaprop.com/3947/433301/files/3991059.jpg,0,0,POINT (-58.4029623 -34.5822561),LAS HERAS,855.5499504773904,POINT (-58.39661845686523 -34.58790875401352),6,8,4,Plaza Gelly y Obes,690.9466936881113,POINT (-58.396749 -34.5857757),1055.0,1055.0,1046.0
17,1142,Recoleta,3429595.0,-34.59202929999999,-58.388441500000006,320000.0,108.0,100.0,2962.962962962963,,3.0,,http://www.properati.com.ar/15he3_venta_departamento_recoleta_balcon_lavadero_toilette_luminoso_dependencias_garage_subte-linea-h_achaval-cornejo_edw,"Excelente piso antiguo. Pisos de parquet de roble.Muy luminoso. Hall de entrada, amplio living-comedor, toilette. Dos dormitorios a balcon corrido al frente, lleno de sol. Comodo baño con ventana. Cocina Lavadero y dependencias que puede ser escritorio. Posibilidad de alquilar cochera enfrente.",Montevideo 1500 6°a,https://thumbs4.properati.com/3/11nOsTRJncCWS0O9V42lUlUBgNM=/trim/198x0/smart/filters:strip_icc()/static.sumaprop.com/3947/433303/files/3991083.jpg,1,1,POINT (-58.38844150000001 -34.59202929999999),LAS HERAS,878.4592872362581,POINT (-58.39661845686523 -34.58790875401352),6,9,1,Plaza V. López y Planes,208.91788616617058,POINT (-58.389425 -34.5937279),1043.0,1043.0,
18,1143,Barrio Norte,3436109.0,-34.595608299999995,-58.3863485,630000.0,309.0,309.0,2038.8349514563104,,5.0,,http://www.properati.com.ar/15he4_venta_departamento_barrio-norte_balcon_lavadero_toilette_luminoso_dependencias_garage_subte-linea-d_achaval-cornejo_edw,"Excelente piso antiguo de estilo racionalista, PP, Gran hall de entrada, increible recepcion de living comedor y escritorio a balcon al frente, vista abierta. toilette. 3/4 dormitorios, dos baños completos, Doble ciculacion. Amplio family , comedor diario, cocina,  gran lavadero y dos dependencias. lleno de luz y sol. Cochera. ",Av. Santa Fe 1300 4°,https://thumbs4.properati.com/2/mLYpUzAAzVTYtkjJTouAejzcc_E=/trim/198x0/smart/filters:strip_icc()/static.sumaprop.com/3947/433304/files/3991085.jpg,1,0,POINT (-58.3863485 -34.59560829999999),TRIBUNALES - TEATRO COLÓN,731.7568991468033,POINT (-58.3845455837295 -34.60203399056797),6,8,2,Plaza V. López y Planes,350.948581644906,POINT (-58.389425 -34.5937279),807.0,807.0,
19,1162,Recoleta,3429595.0,-34.594097399999995,-58.3911079,95000.0,40.0,25.0,2375.0,,1.0,,http://www.properati.com.ar/15hg1_venta_departamento_recoleta_terraza_luminoso_subte-linea-d_achaval-cornejo_edw,"Monoambiente con terraza en excelente ubicacion, muy luminoso. Kitchenet y baño sin ducha. Apto profesional.",Juncal 1600 1° D ,https://thumbs4.properati.com/9/JP9zu0OMIIGhhyTCq8GHKJGQZ6E=/trim/198x0/smart/filters:strip_icc()/static.sumaprop.com/3947/445596/files/4382137.jpg,0,1,POINT (-58.3911079 -34.5940974),CALLAO,677.0391367437633,POINT (-58.39252812610086 -34.60008646145635),6,6,1,Plaza V. López y Planes,159.73282981166577,POINT (-58.389425 -34.5937279),887.0,887.0,
20,1166,Recoleta,3429595.0,-34.5895459,-58.39736360000001,540000.0,170.0,162.0,3176.470588235294,,4.0,,http://www.properati.com.ar/15hgu_venta_departamento_recoleta_balcon_lavadero_toilette_dependencias_garage_doble-circulacion_subte-linea-d_subte-linea-h_achaval-cornejo_edw,"Lindisimo piso, en la mejor zona de Recoleta, PP cómoda recepción en L al frente a balcón corrido, toilette de recep, . Tres amplios dormitorios, dos baños completos, Muy buena planta con doble circulación. Cómoda cocina Lavadero y dependencias. sistema de vigilancia, ojo de águila. Servicios centrales. Una cochera fija. En el ultimo piso una habitación antiguamente destinada a los choferes de muy buenas medidas y excelente luz. Estado de Época. ",Rodriguez Peña 1800 6º,https://thumbs4.properati.com/2/9XjDF26hM6AlkyI_UtJvTZFqAXY=/trim/198x0/smart/filters:strip_icc()/static.sumaprop.com/3947/456181/files/4261501.jpg,1,0,POINT (-58.39736360000001 -34.5895459),LAS HERAS,194.05355145568723,POINT (-58.39661845686523 -34.58790875401352),1,1,2,Plaza Gelly y Obes,422.02351649768843,POINT (-58.396749 -34.5857757),193.0,193.0,474.0
21,1170,Barrio Norte,3436109.0,-34.5895459,-58.39736360000001,410000.0,134.0,124.0,3059.7014925373132,,4.0,,http://www.properati.com.ar/15hh6_venta_departamento_barrio-norte_balcon_jardin_lavadero_toilette_luminoso_lujoso_dependencias_subte-linea-d_subte-linea-h_achaval-cornejo_edw,"RESERVADO.Edificio de categoría, Racionalista, recepción de  Living- comedor a balcon corrido a vista a los jardines de Museo Arte Decorativo, muy luminoso, toilette con ducha,  3 dormitorios (2 con vista  a los jardines llenos de luz),  cocina,  lavadero y dependencias.",Bustamante 2600 2º a,https://thumbs4.properati.com/0/0CL5EJ9AQngzmyYKqo3DMP6G0fc=/trim/198x0/smart/filters:strip_icc()/static.sumaprop.com/3947/461212/files/4309441.jpg,0,1,POINT (-58.39736360000001 -34.5895459),LAS HERAS,194.05355145568723,POINT (-58.39661845686523 -34.58790875401352),1,1,2,Plaza Gelly y Obes,422.02351649768843,POINT (-58.396749 -34.5857757),193.0,193.0,474.0
22,1173,Recoleta,3429595.0,-34.5908338,-58.39499100000001,360000.0,151.0,151.0,2384.105960264901,,6.0,,http://www.properati.com.ar/15hi1_venta_departamento_recoleta_balcon_lujoso_dependencias_subte-linea-h_achaval-cornejo_edw,"Edificio Frances, Antiguo, de categoría, pisos de pinotea, Gran hall de entrada, Living Comedor a balcon frances  y gran escritorio o cuarto dormitorio.Tres dormitorios, cocina y dependencias.",Pacheco de Melo 2000 2º,https://thumbs4.properati.com/4/eB-OaVkQGKHnkXvInUTxUGWJa9g=/trim/198x0/smart/filters:strip_icc()/static.sumaprop.com/3947/473212/files/7346912.jpg,0,0,POINT (-58.39499100000001 -34.5908338),LAS HERAS,357.18671718374924,POINT (-58.39661845686523 -34.58790875401352),4,4,3,Plaza Gelly y Obes,583.8301082692993,POINT (-58.396749 -34.5857757),438.0,438.0,728.0
23,1175,Recoleta,3429595.0,-34.589212100000005,-58.3843262,660000.0,160.0,152.0,4125.0,,4.0,,http://www.properati.com.ar/15hi8_venta_departamento_recoleta_baulera_suite_lavadero_patio_vestidor_vista_lujoso_dependencias_electrogeno_garage_subte-linea-h_achaval-cornejo_edw,"Excelente piso con increible vista panoramica de 360º grados. Torre de categoria, frente al patio Bullrich. PP, hall de entrada, gran recepcion en L  de living y comedor, todo con ventanales con vista al rio, puerto.Pisos tarugados. Tres dormitorios, uno en suite con vestidor, dos baños completos. Excelentes placards. cocina, lavadero y dependencias Excelente plano, cochera, baulera y vigilancia 24 horas.  Expensas bajas.Grupo electrogeno.",Posadas 1200 25,https://thumbs4.properati.com/9/lupebxNeCh-S5rS6qJocHjvQOdQ=/trim/198x0/smart/filters:strip_icc()/static.sumaprop.com/3947/479321/files/7327669.jpg,0,0,POINT (-58.3843262 -34.5892121),SAN MARTIN,954.9396407263399,POINT (-58.37722259207284 -34.59550434378944),6,11,3,av. Callao y Av. Alvear,431.696907991285,POINT (-58.388699 -34.5877748),1189.0,1189.0,
24,1274,Barrio Norte,3436109.0,-34.59237529999999,-58.40601329999999,240000.0,76.0,76.0,3157.894736842105,,3.0,,http://www.properati.com.ar/15hrh_venta_departamento_barrio-norte_parrilla_luminoso_dependencias_garage_placard_subte-linea-d_subte-linea-h_achaval-cornejo_edw,"Piso Alto, Edificio en esquina, departamento lleno de luz y sol, Hall, living comedor sobre laprida, con grandes ventanales , pisos de parquet, baño completo reciclado, dos comodos dormitorios. Excelente dependencia que puede ser anexada a la recepción, con muy buen placard y baños. Tiene una pequeña terracita de acceso único y privado, ideal para parrilla. Cochera a media cuadra sobre Santa Fe.Aguas incluidas en las expensas",Laprida 1400 11º B,https://thumbs4.properati.com/6/mdDcSnvyEoAk3NH2sQyVxgU4Lu0=/trim/198x0/smart/filters:strip_icc()/static.sumaprop.com/3947/532635/files/5151726.jpg,0,0,POINT (-58.40601329999999 -34.59237529999999),AGÜERO,60.50010424473,POINT (-58.40656380624967 -34.5920750047101),1,1,6,Plaza Gelly y Obes,1121.7695404698761,POINT (-58.396749 -34.5857757),87.0,87.0,1232.0
